"KundenNr";"Zeitstempel";"PLZ";"Schulform";"Museum"
193037;"2014-04-15 10:30:00";22145;"Gymnasium";"Bucerius Kunst Forum"
207509;"2015-06-10 10:15:00";22761;"Stadtteilschule";"Museum für Kunst und Gewerbe "
209955;"2016-07-14 10:00:00";22399;"Gymnasium";"Jüdischer Friedhof in Hamburg-Altona"
210106;"2015-09-14 14:00:00";22765;"Gymnasium";"Jüdischer Friedhof in Hamburg-Altona"
191463;"2013-02-21 10:00:00";20355;"Gymnasium";"Museum für Hamburgische Geschichte"
3345;"2013-06-06 14:00:00";20355;"Gymnasium";"Museum für Hamburgische Geschichte"
203213;"2014-11-27 13:00:00";22587;"Gymnasium";"Zoologisches Museum im CeNaK"
11761;"2014-04-04 10:00:00";22081;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
191014;"2013-02-22 11:00:00";22391;"Gemeinschaftsschule";"Internationales Maritimes Museum Hamburg"
210230;"2015-10-14 10:30:00";22527;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
196592;"2015-04-02 13:00:00";22303;"Stadtteilschule";"Hamburger Kunsthalle"
3051;"2015-02-04 12:30:00";22307;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
113376;"2013-10-22 15:00:00";20095;"Gymnasium";"Hamburger Kunsthalle"
119836;"2015-11-24 12:15:00";22457;"Stadtteilschule";"Museum für Kunst und Gewerbe "
211017;"2015-11-02 09:30:00";22081;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
201555;"2014-09-08 10:00:00";22175;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
202793;"2014-12-16 15:00:00";20259;"Gymnasium";"Zoologisches Museum im CeNaK"
198100;"2014-02-12 09:00:00";22455;"Gymnasium";"Bucerius Kunst Forum"
202142;"2015-05-20 11:30:00";20354;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
150918;"2013-12-14 10:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
67481;"2015-01-08 11:00:00";22359;"Grundschule";"Hamburger Kunsthalle"
192323;"2013-03-28 10:00:00";20097;"Förderschule";"Zoologisches Museum im CeNaK"
207199;"2015-07-14 12:45:00";22459;"Gymnasium";"Museum für Hamburgische Geschichte"
74346;"2015-02-20 10:00:00";22605;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
39976;"2015-03-22 11:30:00";20259;"Stadtteilschule";"Hamburger Kunsthalle"
150918;"2013-12-20 13:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
199241;"2015-04-25 11:30:00";20097;"Gymnasium";"Hamburger Kunsthalle"
149023;"2014-11-20 19:30:00";22529;"Gymnasium";"Bucerius Kunst Forum"
211100;"2015-10-16 11:00:00";22043;"Gymnasium";"Museum der Arbeit "
158073;"2015-12-15 13:00:00";22179;"Gymnasium";"Hamburger Kunsthalle"
989;"2014-02-27 13:00:00";21073;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
191816;"2014-12-18 10:30:00";22587;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
39976;"2016-07-03 11:00:00";20259;"Stadtteilschule";"Hamburger Kunsthalle"
150918;"2014-12-05 13:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
199351;"2015-05-21 14:30:00";22303;"Stadtteilschule";"Hamburger Kunsthalle"
150918;"2013-12-14 10:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
101456;"2013-05-23 11:30:00";21075;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
148688;"2013-02-06 11:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
76861;"2013-11-05 13:30:00";22081;"Gymnasium";"Hamburger Kunsthalle"
172268;"2014-02-21 10:00:00";22111;"Grundschule";"Hamburger Kunsthalle"
207841;"2015-05-26 11:15:00";22547;"Stadtteilschule";"Museum für Kunst und Gewerbe "
191374;"2013-06-18 12:00:00";21033;"Stadtteilschule";"Hamburger Kunsthalle"
106286;"2015-04-14 10:00:00";22111;"Stadtteilschule";"Museum für Hamburgische Geschichte"
192612;"2014-11-12 12:30:00";21039;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
192323;"2013-03-28 13:00:00";20097;"Förderschule";"Zoologisches Museum im CeNaK"
93736;"2014-08-22 10:30:00";20144;"Stadtteilschule";"Hamburger Kunsthalle"
194860;"2015-09-30 11:00:00";22763;"Stadtteilschule";"Hamburger Kunsthalle"
113116;"2013-12-17 10:00:00";22399;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202764;"2014-11-28 11:30:00";22587;"Gymnasium";"Hamburger Kunsthalle"
192708;"2013-04-19 10:00:00";22587;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
41286;"2014-03-27 10:00:00";22041;"Gymnasium";"Hamburger Kunsthalle"
169583;"2013-02-14 14:00:00";20095;"Stadtteilschule";"Hamburger Kunsthalle"
192330;"2013-04-20 14:00:00";22159;"Stadtteilschule";"Hamburger Kunsthalle"
193183;"2015-03-23 09:30:00";22453;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202764;"2014-11-21 10:30:00";22587;"Gymnasium";"Hamburger Kunsthalle"
205571;"2015-03-30 10:00:00";21079;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
202040;"2016-01-15 10:15:00";22761;"Grundschule";"Internationales Maritimes Museum Hamburg"
5926;"2013-05-16 17:30:00";22149;"Stadtteilschule";"Hamburger Kunsthalle"
192153;"2013-04-23 10:00:00";20537;"Gymnasium";"Zoologisches Museum im CeNaK"
203105;"2016-02-02 11:30:00";22457;"Stadtteilschule";"Zoologisches Museum im CeNaK"
150978;"2013-11-29 10:00:00";22587;"Stadtteilschule";"Zoologisches Museum im CeNaK"
168708;"2016-03-03 12:15:00";22527;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
86861;"2016-05-10 14:30:00";22763;"Gymnasium";"Bucerius Kunst Forum"
45876;"2015-03-25 16:00:00";22395;"Gymnasium";"Bucerius Kunst Forum"
989;"2013-02-27 15:30:00";21073;"Stadtteilschule";"Hamburger Kunsthalle"
193874;"2013-06-18 09:00:00";21031;"Gymnasium";"Bucerius Kunst Forum"
198558;"2014-02-27 12:30:00";22043;"Stadtteilschule";"Museum der Arbeit "
86241;"2016-06-03 17:30:00";22087;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
199980;"2016-03-24 10:30:00";21073;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
205384;"2015-02-19 13:00:00";22399;"Stadtteilschule";"Bucerius Kunst Forum"
191541;"2013-04-10 12:45:00";22769;"Stadtteilschule";"Hamburger Kunsthalle"
179708;"2013-01-24 12:00:00";22145;"Stadtteilschule";"Museum der Arbeit "
192844;"2013-06-11 14:00:00";20097;"Förderschule";"Museum für Völkerkunde Hamburg"
148688;"2013-02-08 11:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
197432;"2014-04-16 15:00:00";22587;"Gymnasium";"Hamburger Kunsthalle"
93681;"2013-03-28 15:15:00";22587;"Stadtteilschule";"Museum für Kunst und Gewerbe "
152228;"2014-11-04 10:00:00";22459;"Grundschule";"Zoologisches Museum im CeNaK"
191667;"2013-03-20 13:00:00";22419;"Stadtteilschule";"Museum für Kunst und Gewerbe "
173478;"2014-10-17 10:30:00";22453;"Grundschule";"HSV-Museum"
191678;"2013-02-20 14:30:00";22399;"Gymnasium";"Museum für Kunst und Gewerbe "
155803;"2013-01-30 16:00:00";20355;"Gymnasium";"Museum für Kunst und Gewerbe "
170563;"2016-04-06 09:30:00";22117;"Grundschule";"Zoologisches Museum im CeNaK"
192875;"2013-04-23 11:15:00";22041;"Sonderschule";"Zoologisches Museum im CeNaK"
195357;"2013-10-03 15:00:00";21029;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208391;"2015-06-25 10:00:00";22769;"Grundschule";"Zoologisches Museum im CeNaK"
197432;"2014-04-16 15:00:00";22587;"Gymnasium";"Hamburger Kunsthalle"
197197;"2016-05-12 10:00:00";22415;"Grundschule";"Bucerius Kunst Forum"
198529;"2015-04-01 10:30:00";22043;"Grundschule";"Zoologisches Museum im CeNaK"
205149;"2015-03-19 10:15:00";21129;"Grundschule";"Altonaer Museum "
24531;"2015-05-27 10:00:00";22143;"Grundschule";"Hamburger Kunsthalle"
194938;"2013-10-15 09:00:00";21149;"Stadtteilschule";"Archäologisches Museum Hamburg "
146313;"2013-01-30 14:00:00";21149;"Gymnasium";"Hamburger Kunsthalle"
36296;"2015-06-10 09:00:00";22085;"Grundschule";"Hamburger Kunsthalle"
5926;"2013-04-03 13:00:00";22149;"Stadtteilschule";"Hamburger Kunsthalle"
29391;"2016-05-03 10:00:00";22339;"Grundschule";"Hamburger Kunsthalle"
3160;"2014-10-07 13:00:00";22457;"Stadtteilschule";"Museum für Kunst und Gewerbe "
208212;"2015-09-10 09:30:00";22305;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
160958;"2014-12-01 10:00:00";22587;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
196597;"2014-01-07 10:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
133051;"2016-02-19 10:00:00";22391;"Grundschule";"Zoologisches Museum im CeNaK"
206251;"2015-04-02 09:00:00";22045;"Grundschule";"Hamburger Kunsthalle"
207382;"2016-04-05 09:00:00";21035;"Grundschule";"Zoologisches Museum im CeNaK"
192332;"2016-04-27 10:00:00";22159;"Grundschule";"Zoologisches Museum im CeNaK"
40;"2015-05-08 10:00:00";22045;"Grundschule";"Museum für Hamburgische Geschichte"
206086;"2015-03-18 09:00:00";20251;"Grundschule";"Archäologisches Museum Hamburg "
32441;"2016-07-05 11:00:00";22559;"Grundschule";"Jenisch Haus"
192330;"2013-04-20 14:00:00";22159;"Stadtteilschule";"Hamburger Kunsthalle"
207850;"2015-06-16 10:45:00";22609;"Grundschule";"BallinStadt - das Auswanderermuseum Hamburg"
73496;"2015-03-27 10:15:00";22589;"Grundschule";"Museum für Hamburgische Geschichte"
210702;"2016-06-01 10:00:00";20249;"Grundschule";"Museum für Kunst und Gewerbe "
38571;"2016-05-10 10:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
68916;"2015-06-05 10:00:00";22549;"Grundschule";"Museum für Hamburgische Geschichte"
177723;"2016-06-15 12:15:00";21075;"Gymnasium";"Hamburger Kunsthalle"
207157;"2015-05-21 09:00:00";21107;"Grundschule";"Hamburger Kunsthalle"
2262;"2015-09-15 11:00:00";22339;"Grundschule";"Bucerius Kunst Forum"
3640;"2016-06-14 09:00:00";22359;"Grundschule";"Museum für Hamburgische Geschichte"
206977;"2016-05-10 10:00:00";21147;"Grundschule";"Museum für Hamburgische Geschichte"
150918;"2014-12-13 12:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
150918;"2014-12-13 12:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202900;"2015-05-07 09:00:00";22309;"Grundschule";"Archäologisches Museum Hamburg "
206242;"2015-06-18 10:30:00";22175;"Grundschule";"Hamburger Kunsthalle"
206272;"2015-06-30 10:00:00";22529;"Grundschule";"HSV-Museum"
47831;"2016-06-28 09:00:00";22045;"Grundschule";"Museum für Hamburgische Geschichte"
201817;"2016-03-22 09:00:00";22149;"Grundschule";"Bucerius Kunst Forum"
207252;"2015-06-05 10:00:00";22397;"Grundschule";"Museum für Kunst und Gewerbe "
206408;"2015-07-03 10:15:00";22767;"Grundschule";"Museum für Völkerkunde Hamburg"
138323;"2016-04-08 09:30:00";20149;"Grundschule";"Bucerius Kunst Forum"
3498;"2015-05-21 09:00:00";21029;"Grundschule";"Museum für Hamburgische Geschichte"
102226;"2016-02-12 10:00:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
172118;"2016-03-01 09:30:00";22589;"Grundschule";"Zoologisches Museum im CeNaK"
150918;"2014-12-05 10:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
129871;"2016-04-07 10:00:00";21029;"Grundschule";"Museum für Hamburgische Geschichte"
100206;"2016-06-23 10:15:00";20253;"Grundschule";"Hamburger Kunsthalle"
206273;"2015-04-17 10:15:00";22589;"Grundschule";"Museum für Hamburgische Geschichte"
220481;"2016-07-19 11:30:00";21037;"Stadtteilschule";"Bucerius Kunst Forum"
90851;"2015-09-22 10:00:00";22399;"Stadtteilschule";"Hamburger Kunsthalle"
192125;"2015-06-18 09:30:00";21149;"Stadtteilschule";"Museum für Hamburgische Geschichte"
48726;"2016-09-13 10:00:00";20097;"Grundschule";"Museum für Kunst und Gewerbe "
191345;"2016-09-21 10:00:00";21029;"Stadtteilschule";"Museum für Bergedorf und die Vierlande"
195357;"2013-10-03 15:00:00";21029;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
207365;"2015-05-20 10:00:00";22415;"Grundschule";"Speicherstadtmuseum"
202142;"2014-09-24 10:30:00";20354;"Gymnasium";"Hamburger Kunsthalle"
1111;"2015-10-06 10:00:00";22339;"Grundschule";"Altonaer Museum "
199229;"2016-07-05 10:30:00";22359;"Grundschule";"Museum für Hamburgische Geschichte"
206408;"2015-06-17 09:00:00";22767;"Grundschule";"Hamburger Kunsthalle"
157873;"2016-03-14 09:30:00";20146;"Stadtteilschule";"Bucerius Kunst Forum"
111721;"2016-03-02 09:30:00";22457;"Grundschule";"Bucerius Kunst Forum"
206640;"2015-04-30 10:00:00";20144;"Grundschule";"Museum für Hamburgische Geschichte"
2855;"2016-04-26 09:30:00";20249;"Grundschule";"Bucerius Kunst Forum"
75861;"2016-01-19 10:00:00";21029;"Stadtteilschule";"Museum für Hamburgische Geschichte"
102226;"2016-05-24 10:45:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
209845;"2015-10-07 10:30:00";22765;"Grundschule";"Hamburger Kunsthalle"
207353;"2015-06-26 10:30:00";22111;"Grundschule";"Museum für Völkerkunde Hamburg"
192558;"2016-04-28 10:00:00";22143;"Grundschule";"Altonaer Museum "
177938;"2016-02-06 11:30:00";22045;"Grundschule";"Zoologisches Museum im CeNaK"
71656;"2015-06-17 10:00:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
131041;"2015-06-10 09:00:00";21031;"Grundschule";"Museum für Bergedorf und die Vierlande"
201645;"2015-09-29 10:15:00";22589;"Grundschule";"Museum für Hamburgische Geschichte"
191236;"2015-04-24 09:30:00";22761;"Grundschule";"Archäologisches Museum Hamburg "
199554;"2015-04-15 09:00:00";22043;"Grundschule";"Hamburger Kunsthalle"
206086;"2016-06-01 11:00:00";20251;"Grundschule";"Museum für Hamburgische Geschichte"
199510;"2015-05-22 10:30:00";20255;"Grundschule";"Bucerius Kunst Forum"
102226;"2016-06-10 10:00:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
120101;"2013-04-18 11:00:00";22765;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
164358;"2015-10-15 10:00:00";20537;"Gymnasium";"HSV-Museum"
35756;"2015-11-26 10:00:00";21077;"Gymnasium";"Museum für Kunst und Gewerbe "
196135;"2015-12-08 09:00:00";20253;"Gymnasium";"Archäologisches Museum Hamburg "
150918;"2013-12-20 13:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
150918;"2014-12-05 10:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
150918;"2013-12-20 09:30:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
11241;"2016-05-10 10:00:00";22045;"Grundschule";"Hamburger Kunsthalle"
133951;"2016-04-15 10:30:00";22395;"Gymnasium";"Museum der Arbeit "
177153;"2013-04-11 09:30:00";22159;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208619;"2015-07-08 10:30:00";20099;"Stadtteilschule";"Hamburger Kunsthalle"
206702;"2015-04-21 10:00:00";21149;"Stadtteilschule";"Zoologisches Museum im CeNaK"
171158;"2016-02-23 11:00:00";22111;"Gemeinschaftsschule";"Archäologisches Museum Hamburg "
191014;"2013-02-15 11:30:00";22391;"Gemeinschaftsschule";"Internationales Maritimes Museum Hamburg"
117341;"2016-01-21 10:00:00";21073;"Gymnasium";"Archäologisches Museum Hamburg "
150918;"2013-12-20 09:30:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208646;"2015-07-01 11:30:00";21075;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
208305;"2015-07-02 09:00:00";20144;"Stadtteilschule";"Archäologisches Museum Hamburg "
200465;"2016-07-12 10:30:00";21129;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
2463;"2016-07-07 11:00:00";20097;"Grundschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
205676;"2016-12-01 11:00:00";22455;"Stadtteilschule";"Archäologisches Museum Hamburg "
195297;"2016-07-14 10:30:00";22041;"Gymnasium";"Museum für Hamburgische Geschichte"
205676;"2016-12-01 09:00:00";22455;"Stadtteilschule";"Archäologisches Museum Hamburg "
120736;"2016-11-15 10:00:00";22397;"Grundschule";"Hamburger Kunsthalle"
191979;"2016-04-06 13:45:00";22179;"Gymnasium";"Museum für Kunst und Gewerbe "
191589;"2013-02-28 10:00:00";20144;"Grundschule";"Museum für Völkerkunde Hamburg"
12921;"2016-04-19 10:00:00";22041;"Gymnasium";"Museum für Kunst und Gewerbe "
128806;"2015-07-09 10:00:00";21077;"Grundschule";"Hamburger Kunsthalle"
207890;"2015-07-08 10:00:00";21037;"Stadtteilschule";"Zoologisches Museum im CeNaK"
208610;"2015-10-27 10:00:00";20144;"Grundschule";"Zoologisches Museum im CeNaK"
131881;"2015-01-29 13:30:00";22339;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
112456;"2016-02-18 09:00:00";22415;"Stadtteilschule";"Archäologisches Museum Hamburg "
201743;"2014-10-31 15:30:00";22145;"Grundschule";"BallinStadt - das Auswanderermuseum Hamburg"
196135;"2015-12-08 09:00:00";20253;"Gymnasium";"Archäologisches Museum Hamburg "
209688;"2016-11-25 09:00:00";22523;"Stadtteilschule";"Archäologisches Museum Hamburg "
193384;"2015-06-25 11:15:00";21109;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
196024;"2015-10-07 10:00:00";20535;"Stadtteilschule";"Zoologisches Museum im CeNaK"
81481;"2015-05-29 10:00:00";21149;"Stadtteilschule";"Zoologisches Museum im CeNaK"
208833;"2015-07-14 11:00:00";22609;"Gymnasium";"Archäologisches Museum Hamburg "
83071;"2016-04-05 13:30:00";22587;"Stadtteilschule";"Bucerius Kunst Forum"
80586;"2014-09-30 10:30:00";22417;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
192522;"2015-11-18 11:45:00";21073;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
196135;"2015-12-08 09:00:00";20253;"Gymnasium";"Archäologisches Museum Hamburg "
1100;"2014-02-27 10:45:00";22769;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
202403;"2015-04-22 09:00:00";21075;"Stadtteilschule";"Archäologisches Museum Hamburg "
872;"2015-06-11 10:30:00";22767;"Sonderschule";"Hamburger Kunsthalle"
32061;"2016-05-25 10:00:00";20249;"Gymnasium";"Hamburger Kunsthalle"
210437;"2015-10-08 10:00:00";21129;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
31741;"2016-05-31 10:30:00";21033;"Grundschule";"Museum für Hamburgische Geschichte"
210962;"2015-10-15 12:00:00";22303;"Stadtteilschule";"Museum der Arbeit "
9896;"2016-04-06 10:00:00";22175;"Gymnasium";"Altonaer Museum "
209617;"2015-09-01 10:30:00";20099;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
166173;"2015-04-28 13:30:00";22399;"Gymnasium";"Museum der Arbeit "
214068;"2016-01-22 11:45:00";22549;"Stadtteilschule";"Museum für Hamburgische Geschichte"
192743;"2015-04-20 12:00:00";21149;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
1515;"2015-11-10 12:30:00";22305;"Stadtteilschule";"Bucerius Kunst Forum"
210722;"2015-10-13 12:30:00";22043;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
196816;"2013-12-17 10:30:00";20255;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
198578;"2016-07-01 10:30:00";22339;"Gymnasium";"Bucerius Kunst Forum"
208833;"2016-03-02 14:00:00";22609;"Gymnasium";"Museum für Hamburgische Geschichte"
32231;"2015-11-18 11:00:00";21035;"Gymnasium";"Archäologisches Museum Hamburg "
126746;"2015-07-08 10:00:00";20149;"Gymnasium";"Museum für Hamburgische Geschichte"
198441;"2014-02-28 10:30:00";21033;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
142933;"2014-10-28 10:00:00";22453;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
206620;"2015-04-01 09:00:00";21033;"Stadtteilschule";"Zoologisches Museum im CeNaK"
142503;"2016-06-28 12:00:00";22395;"Stadtteilschule";"Museum für Kunst und Gewerbe "
134216;"2016-04-14 10:15:00";20144;"Gymnasium";"Museum für Kunst und Gewerbe "
54127;"2014-01-29 13:00:00";20355;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
178563;"2016-02-17 11:00:00";22523;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
192569;"2016-02-09 12:30:00";22117;"Stadtteilschule";"Hamburger Kunsthalle"
81356;"2016-09-21 12:00:00";22159;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
192813;"2013-04-22 10:00:00";21035;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
195862;"2013-10-16 10:45:00";22399;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
113111;"2015-09-30 10:15:00";21035;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
94391;"2015-07-09 09:00:00";22159;"Gymnasium";"Hamburger Kunsthalle"
204319;"2016-01-21 13:00:00";22301;"Gymnasium";"Museum der Arbeit "
210613;"2015-09-30 11:00:00";21033;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
176703;"2016-06-23 12:30:00";22417;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
196561;"2013-12-05 10:00:00";22337;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
199132;"2014-04-08 12:30:00";21075;"Stadtteilschule";"Hamburger Kunsthalle"
210417;"2016-04-05 10:00:00";21033;"Stadtteilschule";"Museum der Arbeit "
147763;"2015-11-13 11:00:00";22547;"Gymnasium";"Archäologisches Museum Hamburg "
81721;"2016-05-12 10:00:00";21129;"Gymnasium";"Museum der Arbeit "
207361;"2016-01-15 10:00:00";22769;"Stadtteilschule";"Museum für Hamburgische Geschichte"
159488;"2015-07-09 13:15:00";22041;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
55242;"2015-06-23 10:00:00";21075;"Grundschule";"Hamburger Kunsthalle"
194434;"2013-08-20 10:45:00";22303;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
196569;"2013-12-03 10:30:00";22761;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
36986;"2014-06-23 09:30:00";22587;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
150918;"2014-12-05 13:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
193455;"2013-05-31 11:30:00";20537;"Stadtteilschule";"Museum der Arbeit "
193455;"2013-05-31 11:45:00";20537;"Stadtteilschule";"Museum der Arbeit "
195294;"2013-09-20 12:00:00";22767;"Förderschule";"Museum für Hamburgische Geschichte"
200421;"2014-06-16 10:15:00";22359;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
129566;"2013-09-26 15:00:00";22455;"Stadtteilschule";"Museum für Kunst und Gewerbe "
150978;"2015-10-13 10:00:00";22587;"Stadtteilschule";"Zoologisches Museum im CeNaK"
197533;"2014-01-28 14:00:00";22399;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
150918;"2013-12-14 13:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
71561;"2014-04-05 11:30:00";22529;"Gymnasium";"Bucerius Kunst Forum"
44546;"2015-12-02 10:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
198793;"2014-03-27 12:00:00";22143;"Stadtteilschule";"Altonaer Museum "
144658;"2015-11-20 10:15:00";22397;"Grundschule";"Zoologisches Museum im CeNaK"
3866;"2015-06-25 10:00:00";20249;"Grundschule";"Zoologisches Museum im CeNaK"
111111;"2015-09-17 11:15:00";22159;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
204874;"2016-06-23 10:15:00";21149;"Stadtteilschule";"Hamburger Kunsthalle"
222204;"2016-10-11 14:15:00";20099;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
206408;"2015-05-26 09:00:00";22767;"Grundschule";"Hamburger Kunsthalle"
146523;"2015-01-23 10:15:00";21033;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
9096;"2013-10-16 16:15:00";22547;"Gymnasium";"Hamburger Kunsthalle"
206277;"2015-05-28 10:00:00";22393;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
44031;"2016-01-20 09:00:00";22043;"Grundschule";"Hamburger Kunsthalle"
214758;"2016-04-08 10:00:00";22549;"Grundschule";"Hamburger Kunsthalle"
199098;"2014-04-10 13:30:00";22457;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
197685;"2014-02-10 11:15:00";22395;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
20096;"2016-06-15 14:00:00";22587;"Gymnasium";"Bucerius Kunst Forum"
12926;"2013-02-12 11:00:00";22587;"Stadtteilschule";"Bucerius Kunst Forum"
211520;"2016-01-14 10:30:00";22589;"Grundschule";"Hamburger Kunsthalle"
206216;"2015-05-26 10:00:00";22159;"Grundschule";"Hamburger Kunsthalle"
71561;"2013-03-23 13:00:00";22529;"Gymnasium";"Bucerius Kunst Forum"
122621;"2015-06-11 11:15:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
738;"2014-10-08 10:30:00";22111;"Stadtteilschule";"Hamburger Kunsthalle"
206362;"2015-04-07 11:00:00";22045;"Grundschule";"Archäologisches Museum Hamburg "
32131;"2015-10-08 11:00:00";22087;"Gymnasium";"Internationales Maritimes Museum Hamburg"
192558;"2016-04-29 10:00:00";22143;"Grundschule";"Altonaer Museum "
162468;"2013-04-03 09:00:00";20251;"Stadtteilschule";"Bucerius Kunst Forum"
86696;"2015-11-25 11:00:00";22303;"Grundschule";"Archäologisches Museum Hamburg "
209633;"2015-10-02 09:30:00";21033;"Grundschule";"Museum für Völkerkunde Hamburg"
210817;"2015-10-01 10:00:00";22523;"Grundschule";"Zoologisches Museum im CeNaK"
206553;"2015-04-10 10:00:00";22609;"Grundschule";"Archäologisches Museum Hamburg "
70656;"2013-06-15 16:00:00";20357;"Stadtteilschule";"Museum für Kunst und Gewerbe "
208546;"2015-06-30 09:15:00";21149;"Grundschule";"Museum für Hamburgische Geschichte"
189273;"2013-02-22 11:00:00";22527;"Gymnasium";"Museum für Kunst und Gewerbe "
194708;"2016-09-16 10:15:00";22609;"Stadtteilschule";"Museum für Hamburgische Geschichte"
191541;"2013-02-21 16:15:00";22769;"Stadtteilschule";"Bucerius Kunst Forum"
2565;"2015-04-28 10:15:00";21149;"Grundschule";"Museum für Hamburgische Geschichte"
203006;"2016-04-08 11:00:00";21109;"Förderschule";"Bucerius Kunst Forum"
64016;"2015-11-26 11:00:00";22043;"Gymnasium";"Archäologisches Museum Hamburg "
45766;"2013-02-14 16:00:00";22301;"Stadtteilschule";"Hamburger Kunsthalle"
